STDR_DE,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,INDUTY_LCLAS_CODE,INDUTY_MLSFC_CODE,INDUTY_LCLAS_NM,INDUTY_MLSFC_NM,PRCSS_ENTRPRS_SE_CODE,PRCSS_ENTRPRS_SE_NM,PDSMLPZ_SCTN_CODE,PDSMLPZ_SCTN_NM,EW_GRAD_CODE,EW_GRAD_NM,TOT_ENTRPRS_CO,REGIST_DE,OPERTOR_NM
2014-04,서울,마포구,용강동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,용강동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,대흥동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,도화동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,10,10년 이상 20년 미만,5,관찰3,1,2020-10-19,KEDSYS
2014-04,서울,마포구,아현동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,아현동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,성산1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,40,40년 이상 50년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,상암동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,마포구,성산제2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,10,10년 이상 20년 미만,1,정상,2,2020-10-19,KEDSYS
2014-04,서울,서초구,서초3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,1,1년 이상 2년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초4동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초4동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,서초구,서초2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서초구,방배본동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,성동구,사근동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,서초구,양재1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,성북구,삼선동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,용산구,효창동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,양천구,목1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,양천구,신정6동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,문정2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,문정2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,잠실6동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,가락본동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,가락본동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,송파구,가락본동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,양천구,신월5동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,은평구,녹번동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,종로구,청운효자동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,용산구,한강로동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,용산구,용산2가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,은평구,갈현1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,사직동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,4,2020-10-19,KEDSYS
2014-04,서울,종로구,사직동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,사직동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,4,관찰2,1,2020-10-19,KEDSYS
2014-04,서울,종로구,사직동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,2,2020-10-19,KEDSYS
2014-04,서울,용산구,원효로2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,삼청동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,용산구,이태원1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,서대문구,충현동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,3,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,4,관찰2,1,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,종로구,종로1.2.3.4가동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,동대문구,용신동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,서대문구,남가좌제2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,중랑구,신내2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,서대문구,연희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,중랑구,중화1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,영등포동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,영등포동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,당산제1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,당산제1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,2,관심,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,여의동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,5,5년 이상 10년 미만,1,정상,2,2020-10-19,KEDSYS
2014-04,서울,영등포구,여의동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,여의동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,3,관찰1,1,2020-10-19,KEDSYS
2014-04,서울,영등포구,여의동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,2,2020-10-19,KEDSYS
2014-05,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,2,2020-10-19,KEDSYS
2014-05,서울,중구,소공동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,소공동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,소공동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,소공동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,40,40년 이상 50년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,필동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,필동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,99,미분류,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,장충동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,중림동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,중구,중림동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,삼성1동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,2,2년 이상 5년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,개포4동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,20,20년 이상 30년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,1,1년 이상 2년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,99,미분류,30,30년 이상 40년 미만,1,정상,1,2020-10-19,KEDSYS
2014-05,서울,강남구,대치2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,1,정상,1,2020-10-19,KEDSYS
