STDR_YEAR,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,INDUTY_LCLAS_CODE,INDUTY_MLSFC_CODE,INDUTY_LCLAS_NM,INDUTY_MLSFC_NM,PRCSS_ENTRPRS_SE_CODE,PRCSS_ENTRPRS_SE,PDSMLPZ_SCTN_CODE,PDSMLPZ_SCTN,IEM_NM,TOT_ENTRPRS_CO,AVRG_AM,FSTLTN_AM,REGIST_DE,OPERTOR_NM
2010,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,총자산회전율,1,2.02,2.02,2020-10-19,KEDSYS
2010,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,영업이익증가율,1,201.58,201.58,2020-10-19,KEDSYS
2010,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,재고자산회전율,1,67.27,67.27,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,ROE,1,11.65,11.65,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,부채비율,1,63.71,63.71,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,순이익율,1,2.57,2.57,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,유동비율,1,237.28,237.28,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,영업이익율,1,0.14,0.14,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,매출액증가율,1,-1.38,-1.38,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,순이익증가율,1,-56.37,-56.37,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,자기자본비율,1,61.08,61.08,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,차입금의존도,1,0.63,0.63,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,총자산증가율,1,11.84,11.84,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,총자산회전율,1,2.81,2.81,2020-10-19,KEDSYS
2010,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,영업이익증가율,1,-94.36,-94.36,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,ROE,1,20.81,20.81,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,부채비율,1,85.44,85.44,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,순이익율,1,4.05,4.05,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,유동비율,1,253.58,253.58,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,영업이익율,1,2.67,2.67,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,매출액증가율,1,3.1,3.1,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,순이익증가율,1,-33.95,-33.95,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,자기자본비율,1,53.93,53.93,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,차입금의존도,1,0.0,0.0,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,총자산증가율,1,-0.57,-0.57,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,총자산회전율,1,2.95,2.95,2020-10-19,KEDSYS
2010,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,영업이익증가율,1,-46.81,-46.81,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,ROE,1,-9.8,-9.8,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,부채비율,1,15.64,15.64,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,순이익율,1,-8.6,-8.6,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,유동비율,1,1034.72,1034.72,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,영업이익율,1,-10.37,-10.37,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,매출액증가율,1,-44.01,-44.01,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,순이익증가율,1,103.79,103.79,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,자기자본비율,1,86.48,86.48,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,차입금의존도,1,0.0,0.0,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,총자산증가율,1,-24.54,-24.54,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,총자산회전율,1,0.89,0.89,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,영업이익증가율,1,76.41,76.41,2020-10-19,KEDSYS
2011,서울,중구,명동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,3,중기업,2,2년 이상 5년 미만,재고자산회전율,1,2179.73,2179.73,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,ROE,1,3.66,3.66,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,부채비율,1,24.05,24.05,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,순이익율,1,12.01,12.01,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,유동비율,1,238.75,238.75,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,영업이익율,1,-6.9,-6.9,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,매출액증가율,1,29.77,29.77,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,순이익증가율,1,234.4,234.4,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,자기자본비율,1,80.62,80.62,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,차입금의존도,1,10.66,10.66,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,총자산증가율,1,-1.26,-1.26,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,총자산회전율,1,0.24,0.24,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,영업이익증가율,1,-16.31,-16.31,2020-10-19,KEDSYS
2011,서울,중구,광희동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,50,50년 이상 60년 미만,재고자산회전율,1,23.6,23.6,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,ROE,1,0.15,0.15,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,부채비율,1,127.87,127.87,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,순이익율,1,0.05,0.05,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,유동비율,1,77.5,77.5,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,영업이익율,1,0.89,0.89,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,매출액증가율,1,1.0,1.0,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,순이익증가율,1,2.09,2.09,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,자기자본비율,1,43.88,43.88,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,차입금의존도,1,1.48,1.48,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,총자산증가율,1,-1.19,-1.19,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,총자산회전율,1,1.39,1.39,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,영업이익증가율,1,-205.38,-205.38,2020-10-19,KEDSYS
2011,서울,강남구,논현2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,4,소기업,40,40년 이상 50년 미만,재고자산회전율,1,344.21,344.21,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,ROE,1,28.11,28.11,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,부채비율,1,90.0,90.0,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,순이익율,1,4.42,4.42,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,유동비율,1,222.32,222.32,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,영업이익율,1,3.58,3.58,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,매출액증가율,1,10.06,10.06,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,순이익증가율,1,19.92,19.92,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,자기자본비율,1,52.63,52.63,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,차입금의존도,1,0.0,0.0,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,총자산증가율,1,-7.97,-7.97,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,총자산회전율,1,3.39,3.39,2020-10-19,KEDSYS
2011,서울,광진구,구의3동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,10,10년 이상 20년 미만,영업이익증가율,1,47.41,47.41,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,ROE,1,6.17,6.17,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,부채비율,1,160.65,160.65,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,순이익율,1,0.6,0.6,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,유동비율,1,101.91,101.91,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,영업이익율,1,10.24,10.24,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,매출액증가율,1,1.27,1.27,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,순이익증가율,1,2.59,2.59,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,자기자본비율,1,38.37,38.37,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,차입금의존도,1,0.0,0.0,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,총자산증가율,1,-27.97,-27.97,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,총자산회전율,1,3.23,3.23,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,영업이익증가율,1,-1025.94,-1025.94,2020-10-19,KEDSYS
2011,서울,강남구,삼성2동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,5,5년 이상 10년 미만,재고자산회전율,1,49.12,49.12,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,ROE,1,46.8,46.8,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,부채비율,1,34.6,34.6,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,순이익율,1,14.35,14.35,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,유동비율,1,425.84,425.84,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,영업이익율,1,1.64,1.64,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,매출액증가율,1,-2.93,-2.93,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,순이익증가율,1,441.56,441.56,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,자기자본비율,1,74.3,74.3,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,차입금의존도,1,0.03,0.03,2020-10-19,KEDSYS
2011,서울,서초구,내곡동,O,O84,공공행정; 국방 및 사회보장 행정,공공행정; 국방 및 사회보장 행정,98,판단제외,40,40년 이상 50년 미만,총자산증가율,1,30.88,30.88,2020-10-19,KEDSYS
